food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
798,chicken minced salad,salad,"olive oil, chicken mince, garlic (minced), onion, salt, black pepper, carrot, cabbage, green onions, sweet chilli sauce, peanut butter, ginger, soy sauce, fresh cilantro, red pepper flakes (crushed), tarts",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,500,73.34379362,86.7117332,Hypertension,Low carbs,weight gain
799,steam bunny chicken bao,bao,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,680,72.14182252,56.79763364,Diabetes,Keto,weight loss
800,lamb barley pot,barley,"pot barley, onions, worcestershire sauce, chilli flakes, mustard seeds, thick mutton chunks, thick neck of lamb chops, water or stock (to cover), salt, black pepper (freshly ground)",Non-Veg, vegan_diet low_fat_diet high_fiber_diet,355,76.3050287,80.4662829,None,Dairy-Free,cure disease
801,almond &amp; white chocolate gujiya,gujiya,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",Veg, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,550,65.27527327,99.29047055,Hypertension,Dairy-Free,weight gain
802,al hachi chicken,chicken,"shallow fried chicken, bottle gourd (boiled and sun dried), onion, garlic, whole spices:, green cardamom, black cardamom, cinnamon sticks, turmeric, deggi mirch, fennel seeds powder, dry ginger powder, coriander powder, salt, mustard oil, desi ghee",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,360,59.86799185,95.46590404,Asthma,Low carbs,cure disease
803,almond and chicken momos (without shell),chicken,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,460,77.6386561,58.16101838,None,Non-Veg,cure disease
804,berry parfait hazelnut white chocolate sable,chocolate,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",Veg, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,250,67.1805098,60.95714529,Hypertension,Veg,weight gain
805,christmas tree pizza,pizza,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",Veg, vegan_diet high_fiber_diet,465,68.27326354,55.58072433,Hypertension,Gluten-Free,maintain body
806,portugese fish stew,fish,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,465,67.37978744,93.34820384,Asthma,Vegan,maintain body
807,cajun spiced turkey wrapped with bacon,wrapped,"turkey breast, cajun spice, spinach leaves (cooked and drained), garlic pods, salted butter, feta cheese, bacon strips, ground black pepper, for cajun spice:, onion powder, garlic powder, seasoning salt, paprika, ground black pepper, cayenne pepper, oregano, thyme, red pepper flakes (if you like it spicy))",Non-Veg, high_protien_diet,635,60.45952366,83.21605263,None,Keto,maintain body
808,badam papite ke kebab with pineapple salsa,kebab,"​कच्चा पपीता, कच्चा आलू, बादाम, नमक, हींग, हल्दी, अजवाइन, धनिया, अदरक, हरी मिर्च, बेसन, हरा धनिया, तेल, पाइनएप्पल, प्याज, हरी मिर्च, हरा धनिया, नींबू का रस, नमक , कालीमिर्च",Non-Veg, vegan_diet low_fat_diet high_fiber_diet,205,66.1367735,54.95435312,Asthma,Veg,maintain body
809,mixed vegetable soup,soup,"मिक्स वेजिटेबल  (टमाटर, गाजर, मटर और फ्रेंच बीन्स), नमक, जीरा पाउडर, तेल, कढ़ीपत्ता",Veg, alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,315,75.85778957,80.53365111,Hypertension,Low carbs,cure disease
810,pan seared thigh of chicken,chicken,"चिकन थाई, नमक, कालीमिर्च, नींबू, फ्रेश थाइम, बार्ले, ब्रॉकली, मशरूम, एक्ट्रा वर्जिन आॅलिव आॅइल, चेरी टोमैटो",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,435,63.63556717,86.53462554,None,Keto,maintain body
811,chicken in mahalak sauce,sauce,"नमक, चीनी, सीजनिंग, तेल, कॉर्न फलोर, चिकन लेग, ताजी लाल मिर्च, लहसुन, अदरक , प्याज, लाल मिर्च पेस्ट, टोमैटो कैचअप, लाल शिमला मिर्च, पीली शिमला मिर्च, वेजिटेबल स्टॉक",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,260,76.58127689,65.44373245,Diabetes,Vegan,cure disease
812,berry parfait hazelnut white chocolate sable,chocolate,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin",Veg, low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet,340,77.44894244,95.32581525,Asthma,Non-Veg,weight gain
813,belgian pork chop,chop,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",Veg, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,640,76.58348063,57.44924778,Diabetes,Dairy-Free,weight gain
814,strawberry &amp; pistachio breton tart,strawberry,"plain flour, baking powder, sea salt, unsalted butter, egg yoks, castor sugar, double cream, yolk, sugar, gelatine, butter, pistachio paste, strawberry",Veg, high_protien_diet low_fat_diet,675,75.0314413,71.38809922,Diabetes,Gluten-Free,weight loss
815,duo of chocolate and strawberry,strawberry,"dark chocolate, white chocolate, strawberries",Veg, high_fiber_diet ketogenic_diet,220,73.70685201,71.22718329,Hypertension,Vegan,weight gain
816,mustard-parmesan whole roasted cauliflower,roasted,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,510,73.43387843,77.79870965,Hypertension,Dairy-Free,weight gain
817,hassel back sweet potatoes,vanilla,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt",Veg, alkaline_diet low_fat_diet omni_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,655,63.17361654,94.40760596,Diabetes,Vegan,maintain body
818,slow cooked spiced sangria,sangria,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy",Veg, vegan_diet low_fat_diet high_fiber_diet ketogenic_diet,240,60.14080756,58.00029466,Asthma,Vegan,weight loss
819,mother christmas cake,cake,"tart apples (2 large), sugar, apple juice, eggs, vegetable oil, vanilla extracts, all-purpose flour, apple pie spice (cinnamon), salt, pecans, candied red cherries (halved), candied green cherried (halved), candied pineapple (diced), cashews (optional)",Veg, low_fat_diet high_fiber_diet ketogenic_diet,595,68.42959067,98.11839285,Hypertension,Vegan,weight loss
820,matcha tea macarons,tea,"egg whites, breakfast sugar, icing sugar, almond powder, matcha powder, heavy cream, white chocolate",Veg, ketogenic_diet hormone_diet,355,71.53006969,65.91629476,Diabetes,Low carbs,cure disease
821,"amaranthus granola with lemon yogurt, berries and marigold",yogurt,"popped amaranthus (cholai), oats, almonds, cinnamon powder, sunflower seeds, sesame seeds, honey, brown sugar, salt, olive oil, lemon rind, plain yogurt (whipped with lemon rind), blueberries",Veg, low_fat_diet omni_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet,320,74.82723878,92.19093807,None,Low carbs,maintain body
822,chocolate fudge cookies,cookie,"dark chocolate coverture, butter, sugar, eggs, flour, baking powder, salt, cocoa powder, vanilla essence",Veg, high_protien_diet high_fiber_diet ketogenic_diet,230,66.4728335,56.67787337,Asthma,Veg,weight gain
823,veg summer rolls,rice,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water",Veg, high_protien_diet,545,61.81027429,68.62487912,Hypertension,Keto,cure disease
824,eggless vanilla cake,cake,"maida, baking powder, castor sugar, butter, milk, vanilla essence, vinegar",Veg, low_fat_diet high_fiber_diet ketogenic_diet,645,72.4338072,71.15252617,Asthma,Dairy-Free,cure disease
825,sweet potato pie,pie,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,",Veg, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,680,69.86568579,98.67023853,None,Vegan,maintain body
826,wok tossed asparagus in mild garlic sauce,sauce,"asparagus, 1 fried onion (medium), 1/2 tsp breakfast sugar, 10 ml potato starch, 20 ml stock vegetarian, 20 gm porcini, salt to taste, 50 ml oil",Veg, alkaline_diet dash_diet low_fat_diet type_a_diet,615,71.07341445,75.78360934,Asthma,Veg,weight gain
827,cinnamon oatmeal pancakes,pancakes,"rolled oats, buttermilk (divided), whole wheat flour or oat flour, baking powder, baking soda, cinnamon, salt, eggs, canola oil , honey or maple syrup,",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,215,69.19969949,51.16401974,Asthma,Vegan,weight gain
828,chocolate chip cheesecake,chocolate,"butter biscuits (broken into pieces), butter (softened), cream cheese (softened), sugar, egg, rose essence or vanilla essence, chocolate chips",Veg, low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet,450,74.30941031,80.65971386,Diabetes,Gluten-Free,weight gain
829,chocolate lava cake,cake,"dark chocolate, butter, icing sugar, egg yolks +  whole eggs, flour",Veg, high_fiber_diet ketogenic_diet,280,74.08915539,51.05005586,Hypertension,Keto,maintain body
830,eggless coffee cupcakes,coffee,"maida/ flour, baking powder, sugar, cocoa powder, vanilla essence, butter (softened, salted. in case you are using unsalted butter, add 1/4 tsp salt), milk (to make the batter smooth. adjust the milk quantity according to your batter''s smoothness), coffee powder + 1 tsp water, to make a paste (you can increase or decrease according to your coffee tolerance)",Veg, ketogenic_diet hormone_diet,220,59.40258039,90.39498432,Diabetes,Dairy-Free,cure disease
831,chicken in white wine,wine,"black pepper, plain flour, olive or sunflower oil, rashers lean bacon, onions or shallots  (cut in half), mushrooms, butter, boneless and skinless chicken breasts (chopped into 3cm pieces), dry white wine, chicken or vegetable stock, garlic cloves, bay leaves, fresh thyme sprigs (washed or 1/2 tsp dried thyme)",Non-Veg, low_fat_diet omni_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,555,64.25377461,74.23665503,Diabetes,Low carbs,cure disease
832,chocolate and almond rum ball h,almond,"चॉकलेट स्पॉज एगलेस, डार्क चॉकलेट, सिंगल क्रीम, बादाम, कैस्टर शुगर, इंस्टेंट कॉफी पाउडर, डार्क रम",Veg, high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet,450,68.67091232,52.55910599,Asthma,Gluten-Free,weight loss
833,apple and walnut cake,cake,"सेब, अंडे, अखरोट, चीनी, अखरोट, तेल, मैदा, बेकिंग पाउडर, दालचीनी पाउडर",Veg, high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet,510,62.51970394,84.95528207,Diabetes,Vegan,weight loss
834,chocolate nero cookies,cookie,"बादाम, अंडे, चीनी (पीसी हुई), चॉकलेट (हल्की मीठी), मक्खन, मैदा, बेकिंग पाउडर, कैस्टर शुगर, आइसिंग शुगर",Veg, high_protien_diet high_fiber_diet ketogenic_diet,685,64.10906539,92.36840143,None,Gluten-Free,maintain body
